account_id,bureau_pull_date,credit_score_current,credit_score_3m_ago,credit_score_6m_ago,active_loan_count,total_outstanding_all_lenders,missed_payments_other_lenders_6m,worst_dpd_12m,hard_enquiries_30d,hard_enquiries_60d,hard_enquiries_90d,new_accounts_opened_6m,credit_utilisation_ratio,writeoff_or_settled_flag
ACC_00112,2024-01-01,773,769,764,1,264726,0,0,0,0,0,0,,False
ACC_00112,2024-06-01,782,777,775,3,948615,0,0,0,0,0,0,,False
ACC_00112,2024-12-01,792,797,802,3,1030087,0,0,0,0,0,0,,False
ACC_00113,2024-01-01,682,690,698,3,105476,0,0,0,0,0,0,,False
ACC_00113,2024-06-01,691,692,691,1,46294,0,0,0,0,0,0,,False
ACC_00113,2024-12-01,654,636,628,3,78385,2,67,4,4,4,3,,False
ACC_00114,2024-01-01,700,706,714,2,531453,0,0,0,0,0,0,,False
ACC_00114,2024-06-01,714,710,707,2,893547,0,0,0,0,0,0,,False
ACC_00114,2024-12-01,677,660,646,5,2158526,2,43,1,3,3,2,,False
ACC_00115,2024-01-01,621,613,596,4,656337,0,9,2,3,4,1,,False
ACC_00115,2024-06-01,614,601,575,2,498770,3,31,0,0,2,1,,False
ACC_00115,2024-12-01,557,540,515,5,1317393,3,75,2,3,5,3,,False
ACC_00116,2024-01-01,759,768,771,1,243739,0,0,0,0,0,0,,False
ACC_00116,2024-06-01,762,771,781,1,151089,0,0,0,0,0,0,,False
ACC_00116,2024-12-01,776,771,781,3,574387,0,0,0,0,0,0,,False
ACC_00117,2024-01-01,652,627,609,2,590919,0,12,1,2,2,1,,False
ACC_00117,2024-06-01,640,630,621,4,993007,0,30,1,2,2,1,,False
ACC_00117,2024-12-01,593,586,560,5,1075012,2,73,3,5,7,2,,True
ACC_00118,2024-01-01,660,643,638,2,143323,0,27,0,1,3,0,,False
ACC_00118,2024-06-01,647,629,613,4,302664,1,84,0,1,1,2,,False
ACC_00118,2024-12-01,602,578,551,3,258953,2,36,4,4,5,1,,False
ACC_00119,2024-01-01,796,795,792,1,73802,0,0,0,0,0,0,,False
ACC_00119,2024-06-01,805,805,809,1,69638,0,0,0,0,0,0,,False
ACC_00119,2024-12-01,811,815,823,1,116868,0,0,0,0,0,0,,False
ACC_00120,2024-01-01,687,687,688,3,2474867,0,0,0,0,0,0,,False
ACC_00120,2024-06-01,677,673,681,2,2375565,0,0,0,0,0,0,,False
ACC_00120,2024-12-01,630,607,582,4,3695674,3,72,3,3,5,1,,False
ACC_00121,2024-01-01,794,795,795,1,1823695,0,0,0,0,0,0,,False
ACC_00121,2024-06-01,810,808,810,2,2735854,0,0,0,0,0,0,,False
ACC_00121,2024-12-01,812,820,817,1,1987402,0,0,0,0,0,0,,False
ACC_00122,2024-01-01,746,748,755,2,580628,0,0,0,0,0,0,,False
ACC_00122,2024-06-01,765,775,781,2,439198,0,0,0,0,0,0,,False
ACC_00122,2024-12-01,762,772,772,1,263341,0,0,0,0,0,0,,False
ACC_00123,2024-01-01,723,729,731,1,100198,0,0,0,0,0,0,0.15,False
ACC_00123,2024-06-01,736,738,744,3,441626,0,0,0,0,0,0,0.11,False
ACC_00123,2024-12-01,696,687,681,5,673741,3,72,2,3,5,2,0.12,False
ACC_00124,2024-01-01,749,748,743,3,84315,0,0,0,0,0,0,0.37,False
ACC_00124,2024-06-01,766,770,773,3,142011,0,0,0,0,0,0,0.27,False
ACC_00124,2024-12-01,774,770,770,1,47923,0,0,0,0,0,0,0.11,False
ACC_00125,2024-01-01,710,714,712,1,95730,0,0,0,0,0,0,,False
ACC_00125,2024-06-01,725,733,743,2,185933,0,0,0,0,0,0,,False
ACC_00125,2024-12-01,687,667,643,2,166546,3,77,2,4,6,2,,False
ACC_00126,2024-01-01,798,794,793,2,941923,0,0,0,0,0,0,,False
ACC_00126,2024-06-01,798,794,796,3,1426844,0,0,0,0,0,0,,False
ACC_00126,2024-12-01,803,798,799,1,338478,0,0,0,0,0,0,,False
ACC_00127,2024-01-01,797,796,802,2,264121,0,0,0,0,0,0,,False
ACC_00127,2024-06-01,811,810,806,1,179247,0,0,0,0,0,0,,False
ACC_00127,2024-12-01,814,821,821,1,193457,0,0,0,0,0,0,,False
ACC_00128,2024-01-01,743,751,749,3,54932,0,0,0,0,0,0,0.15,False
ACC_00128,2024-06-01,759,755,758,3,78016,0,0,0,0,0,0,0.23,False
ACC_00128,2024-12-01,760,758,767,2,35157,0,0,0,0,0,0,0.33,False
ACC_00129,2024-01-01,745,753,762,2,1181623,0,0,0,0,0,0,,False
ACC_00129,2024-06-01,755,761,771,1,552681,0,0,0,0,0,0,,False
ACC_00129,2024-12-01,754,752,756,1,543389,0,0,0,0,0,0,,False
ACC_00130,2024-01-01,701,704,702,3,11998890,0,0,0,0,0,0,,False
ACC_00130,2024-06-01,704,714,713,3,8575062,0,0,0,0,0,0,,False
ACC_00130,2024-12-01,638,617,611,2,8541431,3,84,4,4,5,2,,False
ACC_00131,2024-01-01,741,741,745,3,3690690,0,0,0,0,0,0,,False
ACC_00131,2024-06-01,759,764,759,3,3795984,0,0,0,0,0,0,,False
ACC_00131,2024-12-01,765,770,775,3,4116825,0,0,0,0,0,0,,False
ACC_00132,2024-01-01,759,759,769,3,993991,0,0,0,0,0,0,,False
ACC_00132,2024-06-01,767,766,762,3,979689,0,0,0,0,0,0,,False
ACC_00132,2024-12-01,776,774,779,2,597720,0,0,0,0,0,0,,False
ACC_00133,2024-01-01,679,689,692,2,1194468,0,0,0,0,0,0,,False
ACC_00133,2024-06-01,686,684,686,3,2288667,0,0,0,0,0,0,,False
ACC_00133,2024-12-01,649,633,614,3,2073447,1,65,2,3,3,2,,False
ACC_00134,2024-01-01,669,651,628,3,1190786,1,7,0,2,3,1,,False
ACC_00134,2024-06-01,650,628,612,5,2075155,1,30,1,3,4,1,,False
ACC_00134,2024-12-01,609,599,575,2,925126,3,79,4,5,7,3,,False
ACC_00135,2024-01-01,795,800,805,3,900258,0,0,0,0,0,0,,False
ACC_00135,2024-06-01,810,814,815,1,238604,0,0,0,0,0,0,,False
ACC_00135,2024-12-01,811,817,821,2,603941,0,0,0,0,0,0,,False
ACC_00136,2024-01-01,798,807,803,3,1107076,0,0,0,0,0,0,,False
ACC_00136,2024-06-01,805,815,812,1,358111,0,0,0,0,0,0,,False
ACC_00136,2024-12-01,816,824,833,1,403484,0,0,0,0,0,0,,False
ACC_00137,2024-01-01,712,719,727,2,709552,0,0,0,0,0,0,,False
ACC_00137,2024-06-01,723,733,735,3,804817,0,0,0,0,0,0,,False
ACC_00137,2024-12-01,684,659,651,5,1544183,2,59,2,2,4,1,,False
ACC_00138,2024-01-01,599,584,565,2,127698,1,17,1,2,4,0,,False
ACC_00138,2024-06-01,566,550,542,4,374635,3,73,4,5,6,1,,False
ACC_00138,2024-12-01,544,521,496,3,280935,2,57,1,2,2,2,,False
ACC_00139,2024-01-01,799,804,807,2,287862,0,0,0,0,0,0,,False
ACC_00139,2024-06-01,806,804,803,3,441307,0,0,0,0,0,0,,False
ACC_00139,2024-12-01,814,809,810,3,549653,0,0,0,0,0,0,,False
ACC_00140,2024-01-01,771,773,774,3,735977,0,0,0,0,0,0,,False
ACC_00140,2024-06-01,785,795,803,1,238302,0,0,0,0,0,0,,False
ACC_00140,2024-12-01,787,782,785,2,520507,0,0,0,0,0,0,,False
ACC_00141,2024-01-01,672,672,681,2,999454,0,0,0,0,0,0,,False
ACC_00141,2024-06-01,680,677,679,2,1352251,0,0,0,0,0,0,,False
ACC_00141,2024-12-01,646,641,616,2,1138344,3,65,2,2,3,3,,False
ACC_00142,2024-01-01,656,631,610,4,551896,0,22,0,2,4,1,0.19,False
ACC_00142,2024-06-01,651,643,615,5,618135,3,74,0,2,3,1,0.31,False
ACC_00142,2024-12-01,599,585,558,2,266666,2,47,1,1,3,1,0.36,False
ACC_00143,2024-01-01,629,607,597,3,102171,0,28,0,1,3,0,0.2,False
ACC_00143,2024-06-01,617,608,588,3,142081,3,41,2,3,3,1,0.2,False
ACC_00143,2024-12-01,566,560,546,5,167621,1,62,1,2,2,1,0.17,True
ACC_00144,2024-01-01,761,756,751,1,50260,0,0,0,0,0,0,0.23,False
ACC_00144,2024-06-01,773,782,784,3,143296,0,0,0,0,0,0,0.26,False
ACC_00144,2024-12-01,772,773,769,2,116610,0,0,0,0,0,0,0.26,False
ACC_00145,2024-01-01,669,653,633,4,4517567,0,1,2,2,4,1,,False
ACC_00145,2024-06-01,633,620,595,2,2146008,1,55,1,2,3,3,,False
ACC_00145,2024-12-01,607,597,588,2,1863980,1,71,1,1,1,3,,False
ACC_00146,2024-01-01,745,743,751,3,1499445,0,0,0,0,0,0,,False
ACC_00146,2024-06-01,757,762,763,3,1351787,0,0,0,0,0,0,,False
ACC_00146,2024-12-01,765,766,771,2,1165719,0,0,0,0,0,0,,False
ACC_00147,2024-01-01,785,785,781,1,9761275,0,0,0,0,0,0,,False
ACC_00147,2024-06-01,795,795,795,2,19124928,0,0,0,0,0,0,,False
ACC_00147,2024-12-01,805,813,817,3,27985537,0,0,0,0,0,0,,False
ACC_00148,2024-01-01,728,734,736,2,1612564,0,0,0,0,0,0,,False
ACC_00148,2024-06-01,712,717,727,2,1629848,0,0,0,0,0,0,,False
ACC_00148,2024-12-01,662,649,620,3,2525088,3,47,2,3,3,3,,False
ACC_00149,2024-01-01,750,760,766,2,51808,0,0,0,0,0,0,,False
ACC_00149,2024-06-01,756,764,768,3,78071,0,0,0,0,0,0,,False
ACC_00149,2024-12-01,760,764,772,1,16881,0,0,0,0,0,0,,False
ACC_00150,2024-01-01,702,706,708,1,624218,0,0,0,0,0,0,,False
ACC_00150,2024-06-01,703,705,712,2,886675,0,0,0,0,0,0,,False
ACC_00150,2024-12-01,668,654,627,5,2436237,1,41,2,3,5,3,,False
ACC_00151,2024-01-01,689,691,694,2,689637,0,0,0,0,0,0,,False
ACC_00151,2024-06-01,694,700,707,3,671219,0,0,0,0,0,0,,False
ACC_00151,2024-12-01,663,639,609,5,1465506,3,53,2,3,5,1,,False
ACC_00152,2024-01-01,686,683,689,1,305672,0,0,0,0,0,0,,False
ACC_00152,2024-06-01,705,704,701,3,771732,0,0,0,0,0,0,,False
ACC_00152,2024-12-01,661,650,631,4,1101807,3,40,3,5,7,2,,False
ACC_00153,2024-01-01,608,589,568,2,1918067,0,5,0,1,3,0,,False
ACC_00153,2024-06-01,590,585,572,3,3217440,2,31,0,1,1,3,,False
ACC_00153,2024-12-01,547,537,523,2,1909186,2,85,1,1,2,3,,True
ACC_00154,2024-01-01,775,779,774,3,165051,0,0,0,0,0,0,0.16,False
ACC_00154,2024-06-01,782,786,790,1,60349,0,0,0,0,0,0,0.27,False
ACC_00154,2024-12-01,791,786,795,1,52936,0,0,0,0,0,0,0.21,False
ACC_00155,2024-01-01,793,795,790,1,6579013,0,0,0,0,0,0,,False
ACC_00155,2024-06-01,804,812,814,1,7623514,0,0,0,0,0,0,,False
ACC_00155,2024-12-01,813,813,813,1,4532234,0,0,0,0,0,0,,False
ACC_00156,2024-01-01,786,793,793,2,226925,0,0,0,0,0,0,,False
ACC_00156,2024-06-01,798,804,814,1,100171,0,0,0,0,0,0,,False
ACC_00156,2024-12-01,799,801,807,3,240376,0,0,0,0,0,0,,False
ACC_00157,2024-01-01,743,751,751,2,14676115,0,0,0,0,0,0,,False
ACC_00157,2024-06-01,752,755,758,3,24932989,0,0,0,0,0,0,,False
ACC_00157,2024-12-01,766,774,775,2,11518999,0,0,0,0,0,0,,False
ACC_00158,2024-01-01,690,690,693,2,325103,0,0,0,0,0,0,,False
ACC_00158,2024-06-01,704,700,699,1,149927,0,0,0,0,0,0,,False
ACC_00158,2024-12-01,667,656,640,4,581446,1,52,1,1,1,3,,False
ACC_00159,2024-01-01,697,692,701,1,125337,0,0,0,0,0,0,,False
ACC_00159,2024-06-01,714,718,727,1,115441,0,0,0,0,0,0,,False
ACC_00159,2024-12-01,675,656,638,2,195381,3,32,2,4,6,3,,False
ACC_00160,2024-01-01,761,770,767,1,1950466,0,0,0,0,0,0,,False
ACC_00160,2024-06-01,770,766,763,2,2562898,0,0,0,0,0,0,,False
ACC_00160,2024-12-01,781,789,793,3,4356891,0,0,0,0,0,0,,False
ACC_00161,2024-01-01,673,679,678,2,455783,0,0,0,0,0,0,,False
ACC_00161,2024-06-01,681,686,687,3,918698,0,0,0,0,0,0,,False
ACC_00161,2024-12-01,643,626,615,2,553491,1,72,1,3,3,1,,False
ACC_00162,2024-01-01,705,715,710,3,825413,0,0,0,0,0,0,,False
ACC_00162,2024-06-01,713,709,708,3,768938,0,0,0,0,0,0,,False
ACC_00162,2024-12-01,676,670,658,5,1057376,3,83,3,4,4,3,,False
ACC_00163,2024-01-01,670,659,633,2,11497829,0,11,0,0,1,1,,False
ACC_00163,2024-06-01,655,634,627,3,27043954,3,84,0,2,3,1,,False
ACC_00163,2024-12-01,606,591,586,3,26954950,2,64,1,1,1,2,,False
ACC_00164,2024-01-01,704,710,714,3,78536,0,0,0,0,0,0,0.29,False
ACC_00164,2024-06-01,712,710,707,2,60594,0,0,0,0,0,0,0.27,False
ACC_00164,2024-12-01,675,653,642,2,44683,1,82,4,4,6,1,0.3,False
ACC_00165,2024-01-01,771,775,776,2,202277,0,0,0,0,0,0,,False
ACC_00165,2024-06-01,782,787,789,1,87529,0,0,0,0,0,0,,False
ACC_00165,2024-12-01,789,798,797,2,191755,0,0,0,0,0,0,,False
ACC_00166,2024-01-01,743,742,752,3,175165,0,0,0,0,0,0,,False
ACC_00166,2024-06-01,754,762,761,3,145173,0,0,0,0,0,0,,False
ACC_00166,2024-12-01,762,763,763,2,143312,0,0,0,0,0,0,,False
ACC_00167,2024-01-01,764,759,759,1,6257291,0,0,0,0,0,0,,False
ACC_00167,2024-06-01,768,770,773,2,19011661,0,0,0,0,0,0,,False
ACC_00167,2024-12-01,775,781,778,1,6674893,0,0,0,0,0,0,,False
ACC_00168,2024-01-01,773,771,773,3,940559,0,0,0,0,0,0,,False
ACC_00168,2024-06-01,782,788,796,1,259639,0,0,0,0,0,0,,False
ACC_00168,2024-12-01,782,783,789,3,877255,0,0,0,0,0,0,,False
ACC_00169,2024-01-01,780,780,786,2,3598834,0,0,0,0,0,0,,False
ACC_00169,2024-06-01,788,793,796,2,3661878,0,0,0,0,0,0,,False
ACC_00169,2024-12-01,802,798,794,3,3980590,0,0,0,0,0,0,,False
ACC_00170,2024-01-01,748,749,758,1,86277,0,0,0,0,0,0,0.24,False
ACC_00170,2024-06-01,755,761,760,2,189590,0,0,0,0,0,0,0.29,False
ACC_00170,2024-12-01,758,758,753,3,258538,0,0,0,0,0,0,0.17,False
ACC_00171,2024-01-01,614,601,588,2,133864,1,2,2,2,4,1,,False
ACC_00171,2024-06-01,603,580,568,4,277079,1,27,2,4,4,0,,False
ACC_00171,2024-12-01,551,545,515,4,310168,1,55,4,4,4,2,,False
ACC_00172,2024-01-01,717,718,716,3,803829,0,0,0,0,0,0,,False
ACC_00172,2024-06-01,733,734,739,3,952461,0,0,0,0,0,0,,False
ACC_00172,2024-12-01,659,637,632,3,1033990,1,73,3,5,7,2,,False
ACC_00173,2024-01-01,746,747,749,1,248990,0,0,0,0,0,0,,False
ACC_00173,2024-06-01,762,768,778,3,1015474,0,0,0,0,0,0,,False
ACC_00173,2024-12-01,760,756,752,3,1268746,0,0,0,0,0,0,,False
ACC_00174,2024-01-01,619,597,592,5,84815,0,6,2,3,5,1,0.13,False
ACC_00174,2024-06-01,608,583,558,2,46968,2,59,0,2,3,2,0.17,False
ACC_00174,2024-12-01,564,548,533,2,34898,2,35,3,3,4,2,0.18,True
ACC_00175,2024-01-01,663,639,611,2,961018,0,8,1,2,3,0,,False
ACC_00175,2024-06-01,655,643,624,4,1706716,1,29,1,1,3,1,,False
ACC_00175,2024-12-01,607,584,564,2,859314,2,83,3,5,6,1,,True
ACC_00176,2024-01-01,763,768,769,1,515359,0,0,0,0,0,0,,False
ACC_00176,2024-06-01,780,784,782,2,771915,0,0,0,0,0,0,,False
ACC_00176,2024-12-01,775,775,775,1,530654,0,0,0,0,0,0,,False
ACC_00177,2024-01-01,724,728,729,2,291156,0,0,0,0,0,0,,False
ACC_00177,2024-06-01,710,706,715,3,248864,0,0,0,0,0,0,,False
ACC_00177,2024-12-01,656,632,623,5,708959,1,51,2,3,5,1,,False
ACC_00178,2024-01-01,643,621,603,4,444980,1,5,1,3,3,0,,False
ACC_00178,2024-06-01,635,629,601,5,534175,2,37,2,4,4,3,,False
ACC_00178,2024-12-01,576,562,545,3,469335,3,44,1,3,5,1,,False
ACC_00179,2024-01-01,789,790,799,3,343283,0,0,0,0,0,0,0.22,False
ACC_00179,2024-06-01,800,797,803,2,242710,0,0,0,0,0,0,0.34,False
ACC_00179,2024-12-01,810,819,814,3,352524,0,0,0,0,0,0,0.26,False
ACC_00180,2024-01-01,768,764,761,3,6094916,0,0,0,0,0,0,,False
ACC_00180,2024-06-01,778,781,784,1,1809158,0,0,0,0,0,0,,False
ACC_00180,2024-12-01,786,793,790,3,6050947,0,0,0,0,0,0,,False
ACC_00181,2024-01-01,764,771,775,3,519584,0,0,0,0,0,0,,False
ACC_00181,2024-06-01,774,769,774,2,451039,0,0,0,0,0,0,,False
ACC_00181,2024-12-01,777,772,777,3,495780,0,0,0,0,0,0,,False
ACC_00182,2024-01-01,781,790,789,2,966944,0,0,0,0,0,0,,False
ACC_00182,2024-06-01,783,792,791,3,1425942,0,0,0,0,0,0,,False
ACC_00182,2024-12-01,788,792,799,2,780630,0,0,0,0,0,0,,False
ACC_00183,2024-01-01,699,697,697,2,240590,0,0,0,0,0,0,0.12,False
ACC_00183,2024-06-01,710,705,705,1,82714,0,0,0,0,0,0,0.14,False
ACC_00183,2024-12-01,676,652,634,5,408418,3,62,0,1,1,3,0.12,False
ACC_00184,2024-01-01,795,803,800,2,862842,0,0,0,0,0,0,,False
ACC_00184,2024-06-01,801,805,810,1,386817,0,0,0,0,0,0,,False
ACC_00184,2024-12-01,803,810,815,2,596142,0,0,0,0,0,0,,False
ACC_00185,2024-01-01,699,706,702,2,1819544,0,0,0,0,0,0,,False
ACC_00185,2024-06-01,687,694,698,1,563173,0,0,0,0,0,0,,False
ACC_00185,2024-12-01,637,615,602,4,3176084,2,83,2,2,4,3,,False
ACC_00186,2024-01-01,687,691,698,2,2983773,0,0,0,0,0,0,,False
ACC_00186,2024-06-01,682,679,686,3,5893100,0,0,0,0,0,0,,False
ACC_00186,2024-12-01,627,617,594,3,6516483,1,76,2,4,6,3,,True
ACC_00187,2024-01-01,765,763,760,1,24550,0,0,0,0,0,0,0.4,False
ACC_00187,2024-06-01,777,774,772,1,43187,0,0,0,0,0,0,0.11,False
ACC_00187,2024-12-01,784,782,792,3,85269,0,0,0,0,0,0,0.3,False
ACC_00188,2024-01-01,703,704,706,1,1209495,0,0,0,0,0,0,,False
ACC_00188,2024-06-01,715,719,719,2,2829537,0,0,0,0,0,0,,False
ACC_00188,2024-12-01,648,635,629,3,5280612,3,52,4,6,6,1,,False
ACC_00189,2024-01-01,789,787,784,2,4957169,0,0,0,0,0,0,,False
ACC_00189,2024-06-01,799,795,790,3,7843242,0,0,0,0,0,0,,False
ACC_00189,2024-12-01,796,795,800,3,7019953,0,0,0,0,0,0,,False
ACC_00190,2024-01-01,679,679,684,3,2101189,0,0,0,0,0,0,,False
ACC_00190,2024-06-01,698,703,698,1,743142,0,0,0,0,0,0,,False
ACC_00190,2024-12-01,661,643,620,4,3252960,2,49,2,3,5,1,,False
ACC_00191,2024-01-01,791,788,785,3,10861551,0,0,0,0,0,0,,False
ACC_00191,2024-06-01,795,800,802,1,4564246,0,0,0,0,0,0,,False
ACC_00191,2024-12-01,798,806,811,3,13378211,0,0,0,0,0,0,,False
ACC_00192,2024-01-01,693,691,690,1,1312030,0,0,0,0,0,0,,False
ACC_00192,2024-06-01,702,710,712,3,5238056,0,0,0,0,0,0,,False
ACC_00192,2024-12-01,629,610,588,2,3963013,1,41,1,2,3,1,,False
ACC_00193,2024-01-01,709,712,709,3,22699,0,0,0,0,0,0,0.31,False
ACC_00193,2024-06-01,726,735,736,3,16055,0,0,0,0,0,0,0.16,False
ACC_00193,2024-12-01,690,670,661,4,26232,1,34,2,3,3,2,0.13,False
ACC_00194,2024-01-01,685,689,699,1,59560,0,0,0,0,0,0,,False
ACC_00194,2024-06-01,677,673,673,3,224672,0,0,0,0,0,0,,False
ACC_00194,2024-12-01,628,617,599,5,229087,3,60,1,3,3,1,,False
ACC_00195,2024-01-01,706,706,710,3,596285,0,0,0,0,0,0,,False
ACC_00195,2024-06-01,712,708,718,3,619541,0,0,0,0,0,0,,False
ACC_00195,2024-12-01,681,659,640,2,442118,2,69,2,2,2,3,,False
ACC_00196,2024-01-01,798,804,802,3,225230,0,0,0,0,0,0,,False
ACC_00196,2024-06-01,815,815,815,1,54978,0,0,0,0,0,0,,False
ACC_00196,2024-12-01,816,818,818,2,86944,0,0,0,0,0,0,,False
ACC_00197,2024-01-01,753,753,760,2,63609,0,0,0,0,0,0,,False
ACC_00197,2024-06-01,763,769,779,2,85524,0,0,0,0,0,0,,False
ACC_00197,2024-12-01,774,782,789,1,42626,0,0,0,0,0,0,,False
ACC_00198,2024-01-01,665,654,631,4,7593319,1,0,2,4,5,1,,False
ACC_00198,2024-06-01,634,610,582,2,5253154,3,59,4,6,7,2,,False
ACC_00198,2024-12-01,605,590,571,2,5683728,1,75,3,5,5,1,,False
ACC_00199,2024-01-01,795,800,803,2,3670240,0,0,0,0,0,0,,False
ACC_00199,2024-06-01,808,811,820,3,5716386,0,0,0,0,0,0,,False
ACC_00199,2024-12-01,808,803,809,1,1564307,0,0,0,0,0,0,,False
ACC_00200,2024-01-01,753,754,764,2,261813,0,0,0,0,0,0,,False
ACC_00200,2024-06-01,767,762,768,2,169645,0,0,0,0,0,0,,False
ACC_00200,2024-12-01,762,769,765,3,294498,0,0,0,0,0,0,,False
ACC_00201,2024-01-01,743,740,748,1,985233,0,0,0,0,0,0,,False
ACC_00201,2024-06-01,752,749,755,1,1204036,0,0,0,0,0,0,,False
ACC_00201,2024-12-01,760,767,768,1,1124632,0,0,0,0,0,0,,False
ACC_00202,2024-01-01,748,751,748,3,268476,0,0,0,0,0,0,,False
ACC_00202,2024-06-01,765,775,779,2,160747,0,0,0,0,0,0,,False
ACC_00202,2024-12-01,764,770,780,2,170243,0,0,0,0,0,0,,False
ACC_00203,2024-01-01,697,695,691,1,561286,0,0,0,0,0,0,,False
ACC_00203,2024-06-01,694,695,702,2,956689,0,0,0,0,0,0,,False
ACC_00203,2024-12-01,641,621,611,2,1337217,1,43,2,2,2,3,,False
ACC_00204,2024-01-01,773,776,784,2,215099,0,0,0,0,0,0,,False
ACC_00204,2024-06-01,776,785,794,2,252137,0,0,0,0,0,0,,False
ACC_00204,2024-12-01,785,780,784,2,204875,0,0,0,0,0,0,,False
ACC_00205,2024-01-01,743,750,757,3,4288373,0,0,0,0,0,0,,False
ACC_00205,2024-06-01,750,757,757,3,4155032,0,0,0,0,0,0,,False
ACC_00205,2024-12-01,755,751,752,2,2200502,0,0,0,0,0,0,,False
ACC_00206,2024-01-01,650,625,599,3,474552,0,6,1,2,2,1,,False
ACC_00206,2024-06-01,639,623,613,2,333314,0,25,1,3,5,1,,False
ACC_00206,2024-12-01,594,570,540,2,518348,3,42,1,1,1,2,,False
ACC_00207,2024-01-01,790,800,804,2,253541,0,0,0,0,0,0,,False
ACC_00207,2024-06-01,802,800,802,3,594711,0,0,0,0,0,0,,False
ACC_00207,2024-12-01,814,822,819,2,339028,0,0,0,0,0,0,,False
ACC_00208,2024-01-01,658,650,644,2,161099,1,17,0,1,1,1,0.31,False
ACC_00208,2024-06-01,646,627,617,5,453813,0,6,2,4,4,1,0.24,False
ACC_00208,2024-12-01,594,580,563,2,192957,1,89,3,5,6,1,0.22,False
ACC_00209,2024-01-01,628,617,611,4,1398370,1,22,2,3,4,1,,False
ACC_00209,2024-06-01,620,596,590,4,2223859,2,88,1,2,4,1,,False
ACC_00209,2024-12-01,567,542,530,4,1853040,2,33,2,2,4,2,,False
ACC_00210,2024-01-01,636,614,589,4,1008890,1,22,1,3,5,1,,False
ACC_00210,2024-06-01,605,588,570,4,1475807,3,48,1,3,3,3,,False
ACC_00210,2024-12-01,572,548,518,2,542034,3,43,2,4,6,1,,False
ACC_00211,2024-01-01,784,785,793,1,1558064,0,0,0,0,0,0,,False
ACC_00211,2024-06-01,794,790,794,2,3423111,0,0,0,0,0,0,,False
ACC_00211,2024-12-01,808,815,825,3,4254134,0,0,0,0,0,0,,False
ACC_00212,2024-01-01,606,583,566,2,301027,1,4,0,0,2,1,,False
ACC_00212,2024-06-01,595,576,571,4,673314,1,35,0,0,0,1,,False
ACC_00212,2024-12-01,540,534,511,3,449285,2,75,2,4,4,2,,False
ACC_00213,2024-01-01,787,787,796,2,212509,0,0,0,0,0,0,,False
ACC_00213,2024-06-01,787,786,781,2,240933,0,0,0,0,0,0,,False
ACC_00213,2024-12-01,799,805,812,3,307063,0,0,0,0,0,0,,False
ACC_00214,2024-01-01,805,809,817,2,261303,0,0,0,0,0,0,,False
ACC_00214,2024-06-01,815,810,814,3,337303,0,0,0,0,0,0,,False
ACC_00214,2024-12-01,815,820,826,2,154956,0,0,0,0,0,0,,False
ACC_00215,2024-01-01,801,797,792,3,1268217,0,0,0,0,0,0,,False
ACC_00215,2024-06-01,803,812,810,1,539266,0,0,0,0,0,0,,False
ACC_00215,2024-12-01,816,825,825,2,1377112,0,0,0,0,0,0,,False
ACC_00216,2024-01-01,615,609,584,3,207404,0,21,0,1,1,0,0.26,False
ACC_00216,2024-06-01,601,593,563,5,343255,3,36,1,2,2,2,0.2,False
ACC_00216,2024-12-01,554,547,529,5,401677,3,50,2,4,4,3,0.25,False
ACC_00217,2024-01-01,712,711,721,3,2589719,0,0,0,0,0,0,,False
ACC_00217,2024-06-01,725,731,727,2,1517976,0,0,0,0,0,0,,False
ACC_00217,2024-12-01,656,646,628,3,2846983,3,70,1,2,3,2,,True
ACC_00218,2024-01-01,705,702,709,2,98680,0,0,0,0,0,0,,False
ACC_00218,2024-06-01,708,716,724,3,186698,0,0,0,0,0,0,,False
ACC_00218,2024-12-01,681,665,655,4,205305,3,34,0,2,4,3,,False
ACC_00219,2024-01-01,766,765,768,3,3512702,0,0,0,0,0,0,,False
ACC_00219,2024-06-01,776,784,781,2,1574207,0,0,0,0,0,0,,False
ACC_00219,2024-12-01,778,773,775,1,960901,0,0,0,0,0,0,,False
ACC_00220,2024-01-01,760,764,771,2,1559210,0,0,0,0,0,0,,False
ACC_00220,2024-06-01,772,767,767,2,1425393,0,0,0,0,0,0,,False
ACC_00220,2024-12-01,780,775,778,2,1701339,0,0,0,0,0,0,,False
ACC_00221,2024-01-01,636,619,612,5,419771,1,23,2,2,3,1,,False
ACC_00221,2024-06-01,635,616,592,3,196693,0,15,2,2,2,1,,False
ACC_00221,2024-12-01,580,572,546,5,517196,2,84,1,3,4,2,,True
ACC_00222,2024-01-01,601,578,566,2,2465012,0,19,2,3,3,1,,False
ACC_00222,2024-06-01,573,551,534,3,4487557,1,42,3,4,5,3,,False
ACC_00222,2024-12-01,541,526,499,2,2922934,2,63,2,2,3,2,,False
ACC_00223,2024-01-01,778,785,793,3,252185,0,0,0,0,0,0,0.37,False
ACC_00223,2024-06-01,788,797,793,2,234504,0,0,0,0,0,0,0.34,False
ACC_00223,2024-12-01,796,805,811,3,272151,0,0,0,0,0,0,0.36,False
ACC_00224,2024-01-01,740,750,748,3,310707,0,0,0,0,0,0,0.22,False
ACC_00224,2024-06-01,748,747,756,3,286823,0,0,0,0,0,0,0.22,False
